customerID,SeniorCitizen,tenure_x,MonthlyCharges_x,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,True_Churn,Predicted_Churn_Probability,Contract,InternetService,PaymentMethod,tenure_y,MonthlyCharges_y
0516-OOHAR,0,28,100.35,2799.0,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,0,0.22677052,One year,Fiber optic,Bank transfer (automatic),28,100.35
4973-RLZVI,0,30,74.65,2308.6,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,0,0.09676437,One year,DSL,Credit card (automatic),30,74.65
8089-UZWLX,1,71,104.05,7413.55,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,0,0.02590375,Two year,Fiber optic,Bank transfer (automatic),71,104.05
9732-KPKBW,0,1,53.95,53.95,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1,0.6657014,Month-to-month,DSL,Electronic check,1,53.95
9715-WZCLW,0,71,97.2,6910.3,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,0,0.27265432,Two year,Fiber optic,Electronic check,71,97.2
0257-KXZGU,0,32,62.45,2045.55,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0.08974047,Month-to-month,DSL,Bank transfer (automatic),32,62.45
0707-HOVVN,1,70,75.5,5212.65,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,0,0.022873236,Two year,DSL,Bank transfer (automatic),70,75.5
5501-TVMGM,0,1,55.25,55.25,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.81686723,Month-to-month,DSL,Electronic check,1,55.25
3422-LYEPQ,0,1,71.0,71.0,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.9249154,Month-to-month,Fiber optic,Electronic check,1,71.0
2277-VWCNI,1,4,48.75,179.85,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.3530943,Month-to-month,DSL,Mailed check,4,48.75
5461-QKNTN,1,43,94.3,3953.15,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,0,0.44995973,Month-to-month,Fiber optic,Electronic check,43,94.3
3967-KXAPS,0,72,92.3,6719.9,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,0.0013403115,Two year,DSL,Credit card (automatic),72,92.3
6919-ELBGL,1,72,114.95,8196.4,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0,0.004453239,Two year,Fiber optic,Bank transfer (automatic),72,114.95
8361-LTMKD,1,4,74.4,306.6,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,0.8759932,Month-to-month,Fiber optic,Mailed check,4,74.4
1131-ALZWV,0,24,24.6,605.25,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.030007442,One year,No,Bank transfer (automatic),24,24.6
5178-LMXOP,1,1,95.1,95.1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1,0.9401617,Month-to-month,Fiber optic,Electronic check,1,95.1
8992-CEUEN,0,1,18.85,18.85,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0,0.096691154,Month-to-month,No,Electronic check,1,18.85
3320-VEOYC,1,14,95.6,1273.3,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0,0.8326552,Month-to-month,Fiber optic,Electronic check,14,95.6
3672-YITQD,1,36,84.1,3021.6,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1,0.8597767,Month-to-month,Fiber optic,Electronic check,36,84.1
6080-TCMYC,0,40,81.2,3292.3,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0,0.7409077,Month-to-month,Fiber optic,Electronic check,40,81.2
6734-FQAJX,1,67,105.05,7171.7,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,0,0.08079868,Two year,Fiber optic,Electronic check,67,105.05
1063-DHQJF,0,69,92.15,6480.9,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,0,0.017019842,Two year,Fiber optic,Mailed check,69,92.15
3976-NLDEZ,0,1,20.6,20.6,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.7198449,Month-to-month,No,Mailed check,1,20.6
1729-VLAZJ,0,10,40.25,411.45,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0,0.040486496,One year,DSL,Mailed check,10,40.25
3400-ESFUW,0,55,57.55,3046.4,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,0.012500961,Two year,DSL,Bank transfer (automatic),55,57.55
5271-YNWVR,0,68,113.15,7856.0,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,1,0.20080093,Two year,Fiber optic,Electronic check,68,113.15
1587-FKLZB,1,66,99.5,6822.15,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,1,0.6029901,Month-to-month,Fiber optic,Credit card (automatic),66,99.5
0958-YHXGP,0,7,69.9,497.3,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.5422791,Month-to-month,Fiber optic,Mailed check,7,69.9
1494-EJZDW,0,10,20.15,220.8,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.022477433,Two year,No,Mailed check,10,20.15
1816-FLZDK,0,1,29.15,29.15,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0.6559531,Month-to-month,DSL,Mailed check,1,29.15
2075-PUEPR,0,55,19.35,1153.25,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,0.085023396,Two year,No,Bank transfer (automatic),55,19.35
1833-TCXKK,0,45,107.75,4882.8,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0,0.35485113,Month-to-month,Fiber optic,Bank transfer (automatic),45,107.75
1436-ZMJAN,0,10,67.8,653.15,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0,0.23339416,Month-to-month,DSL,Credit card (automatic),10,67.8
0106-UGRDO,0,69,116.0,8182.85,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,0,0.14883325,Two year,Fiber optic,Electronic check,69,116.0
1069-XAIEM,1,1,85.05,85.05,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1,0.96789193,Month-to-month,Fiber optic,Electronic check,1,85.05
4213-HKBJO,0,33,25.7,826.1,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.06324561,Two year,No,Credit card (automatic),33,25.7
8345-MVDYC,0,45,81.65,3618.7,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,0.005265945,Two year,DSL,Bank transfer (automatic),45,81.65
2672-OJQZP,0,1,44.75,44.75,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.54558456,Month-to-month,DSL,Mailed check,1,44.75
5136-RGMZO,0,31,71.05,2168.15,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,0,0.09177177,Month-to-month,DSL,Electronic check,31,71.05
5774-QPLTF,0,50,20.35,938.95,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0,0.01197163,One year,No,Mailed check,50,20.35
5240-CAOYT,0,57,87.55,4884.85,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,0.03113094,Month-to-month,Fiber optic,Bank transfer (automatic),57,87.55
3707-GNWHM,0,1,74.25,74.25,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,0.9371126,Month-to-month,Fiber optic,Mailed check,1,74.25
5159-YFPKQ,0,2,75.8,160.75,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1,0.83838767,Month-to-month,Fiber optic,Electronic check,2,75.8
5052-PNLOS,0,3,105.35,323.25,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,1,0.8476884,Month-to-month,Fiber optic,Bank transfer (automatic),3,105.35
6173-GOLSU,1,67,94.65,6079.0,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,0,0.62824935,Month-to-month,Fiber optic,Credit card (automatic),67,94.65
6661-HBGWL,1,42,104.75,4323.45,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,1,0.5221998,Month-to-month,Fiber optic,Bank transfer (automatic),42,104.75
8207-VVMYB,0,70,26.0,2006.95,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0,0.0020293149,Two year,No,Bank transfer (automatic),70,26.0
5324-KTGCG,0,71,20.85,1539.75,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0,0.008821789,One year,No,Electronic check,71,20.85
7354-OIJLX,0,9,75.85,724.65,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.78799176,Month-to-month,Fiber optic,Electronic check,9,75.85
9286-BHDQG,0,72,45.25,3139.8,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,0,0.0035361615,Two year,DSL,Credit card (automatic),72,45.25
3567-PQTSO,0,53,105.25,5576.3,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0,0.7567285,One year,Fiber optic,Electronic check,53,105.25
3197-ARFOY,1,19,105.0,2007.25,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,0,0.53972566,Month-to-month,Fiber optic,Mailed check,19,105.0
5698-BQJOH,0,9,94.4,857.25,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0.8109604,Month-to-month,Fiber optic,Electronic check,9,94.4
1090-ESELR,0,72,105.5,7611.55,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0,0.01207052,Two year,Fiber optic,Bank transfer (automatic),72,105.5
0056-EPFBG,0,20,39.4,825.4,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,0,0.033468958,Two year,DSL,Credit card (automatic),20,39.4
4955-VCWBI,0,43,20.0,817.95,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.014505671,One year,No,Mailed check,43,20.0
4717-GHADL,0,50,79.6,4024.2,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,0,0.01886891,Two year,DSL,Mailed check,50,79.6
0058-EVZWM,0,55,89.8,4959.6,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0,0.09836989,Month-to-month,Fiber optic,Bank transfer (automatic),55,89.8
7218-HKQFK,0,2,94.2,167.5,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,1,0.7929474,Month-to-month,Fiber optic,Electronic check,2,94.2
5057-RKGLH,0,9,20.35,191.1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.00674792,Two year,No,Mailed check,9,20.35
2309-OSFEU,0,10,33.9,298.45,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,1,0.54647285,Month-to-month,DSL,Mailed check,10,33.9
3429-IFLEM,0,71,77.35,5550.1,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,0,0.006975766,Two year,DSL,Credit card (automatic),71,77.35
1550-LOAHA,0,32,84.15,2585.95,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,0.5280243,Month-to-month,Fiber optic,Bank transfer (automatic),32,84.15
1400-MMYXY,1,3,105.9,334.65,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1,0.9437954,Month-to-month,Fiber optic,Electronic check,3,105.9
7503-QQRVF,1,16,74.3,1178.25,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1,0.6507798,Month-to-month,Fiber optic,Credit card (automatic),16,74.3
7504-UWHNB,0,25,69.75,1729.35,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.17305464,Month-to-month,Fiber optic,Electronic check,25,69.75
9565-JSNFM,0,38,70.45,2597.6,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1,0.076573186,One year,Fiber optic,Bank transfer (automatic),38,70.45
4735-BJKOU,0,40,20.15,804.85,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.006287593,Two year,No,Mailed check,40,20.15
3580-GICBM,0,61,24.2,1445.2,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0,0.011093216,Two year,No,Mailed check,61,24.2
7632-YUTXB,0,25,20.05,520.1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.032754485,One year,No,Mailed check,25,20.05
9412-ARGBX,0,48,95.5,4627.85,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,1,0.022263417,Two year,Fiber optic,Mailed check,48,95.5
9576-ANLXO,0,3,69.55,222.3,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.6067637,Month-to-month,Fiber optic,Bank transfer (automatic),3,69.55
1110-KYLGQ,0,63,108.25,6780.1,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,0,0.08331131,Month-to-month,Fiber optic,Credit card (automatic),63,108.25
8696-JKZNU,1,37,76.25,2841.55,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.47521093,Month-to-month,Fiber optic,Electronic check,37,76.25
8757-TFHHJ,0,1,49.8,49.8,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0.36630437,Month-to-month,DSL,Credit card (automatic),1,49.8
2955-BJZHG,0,17,80.85,1400.85,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,0.5459706,Month-to-month,Fiber optic,Electronic check,17,80.85
9048-JVYVF,0,3,69.35,191.35,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,1,0.28081173,Month-to-month,DSL,Electronic check,3,69.35
0682-USIXD,0,21,86.05,1818.9,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,0,0.50699264,Month-to-month,Fiber optic,Electronic check,21,86.05
3884-UEBXB,0,67,36.15,2434.45,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.0043573896,Two year,DSL,Bank transfer (automatic),67,36.15
1776-SPBWV,0,34,20.1,682.1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.028809452,One year,No,Bank transfer (automatic),34,20.1
9050-QLROH,0,18,90.7,1597.25,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,1,0.3757621,Month-to-month,Fiber optic,Credit card (automatic),18,90.7
2925-VDZHY,0,72,88.7,6501.35,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,0.0013654421,Two year,DSL,Credit card (automatic),72,88.7
9512-UIBFX,0,18,95.15,1779.95,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,1,0.61709076,Month-to-month,Fiber optic,Mailed check,18,95.15
8676-TRMJS,0,3,75.0,209.1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0.6957973,Month-to-month,Fiber optic,Mailed check,3,75.0
3334-CTHOL,0,1,49.95,49.95,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.5352022,Month-to-month,DSL,Bank transfer (automatic),1,49.95
6331-LWDTQ,0,10,72.15,794.25,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,1,0.30159655,Month-to-month,DSL,Credit card (automatic),10,72.15
3847-BAERP,0,10,20.9,247.0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0,0.1202391,Month-to-month,No,Mailed check,10,20.9
4709-LKHYG,0,29,20.0,540.05,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0,0.043330017,One year,No,Electronic check,29,20.0
8621-MNIHH,1,34,94.25,3217.55,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,1,0.43197718,Month-to-month,Fiber optic,Electronic check,34,94.25
8884-ADFVN,1,7,101.95,700.85,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1,0.92872024,Month-to-month,Fiber optic,Electronic check,7,101.95
2885-HIJDH,0,69,86.9,6194.1,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,0.01855724,Two year,DSL,Bank transfer (automatic),69,86.9
8570-KLJYJ,0,36,54.45,1893.5,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.006281655,One year,DSL,Mailed check,36,54.45
9339-FIIJL,0,72,85.95,6151.9,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,0.0022027935,Two year,DSL,Bank transfer (automatic),72,85.95
6223-DHJGV,0,42,20.65,958.1,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0,0.011014366,One year,No,Mailed check,42,20.65
0959-WHOKV,0,42,99.0,4298.45,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,0,0.44996166,One year,Fiber optic,Electronic check,42,99.0
9610-WCESF,0,67,43.9,3097.2,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,0,0.082059756,Two year,DSL,Electronic check,67,43.9
9279-CJEOJ,1,21,95.4,2025.1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,0,0.6616794,Month-to-month,Fiber optic,Bank transfer (automatic),21,95.4
2985-FMWYF,0,23,93.5,2341.55,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0,0.82551295,Month-to-month,Fiber optic,Electronic check,23,93.5
3540-RZJYU,0,15,86.2,1270.2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,0.49681935,Month-to-month,Fiber optic,Electronic check,15,86.2
2522-WLNSF,1,34,64.2,2106.3,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,0,0.014145875,One year,DSL,Bank transfer (automatic),34,64.2
6861-XWTWQ,1,7,99.25,665.45,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1,0.980754,Month-to-month,Fiber optic,Electronic check,7,99.25
8735-NBLWT,0,9,20.4,184.1,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.09081178,Month-to-month,No,Mailed check,9,20.4
1744-JHKYS,0,34,24.7,780.2,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0,0.0692961,Month-to-month,No,Electronic check,34,24.7
0841-NULXI,0,1,35.55,35.55,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1,0.9434664,Month-to-month,DSL,Electronic check,1,35.55
4016-BJKTZ,0,25,108.9,2809.05,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0,0.099646136,Two year,Fiber optic,Electronic check,25,108.9
9298-WGMRW,0,72,115.5,8312.75,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0,0.0048083602,Two year,Fiber optic,Bank transfer (automatic),72,115.5
7893-IXHRQ,0,1,20.55,20.55,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,1,0.25105911,Month-to-month,No,Electronic check,1,20.55
8785-CJSHH,0,60,99.8,5985.75,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0,0.48990294,Month-to-month,Fiber optic,Electronic check,60,99.8
7654-YWJUF,0,43,84.25,3539.25,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,0,0.11249908,One year,Fiber optic,Bank transfer (automatic),43,84.25
8909-BOLNL,0,3,21.2,52.05,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.08628873,One year,No,Mailed check,3,21.2
9919-FZDED,1,72,84.1,5981.65,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False,0,0.0058332398,Two year,DSL,Credit card (automatic),72,84.1
0322-CHQRU,0,2,45.35,89.5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.61396456,Month-to-month,DSL,Electronic check,2,45.35
3587-PMCOY,0,10,98.9,1064.95,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0,0.9020271,One year,Fiber optic,Electronic check,10,98.9
0655-RBDUG,0,7,98.05,713.0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,1,0.9664297,Month-to-month,Fiber optic,Bank transfer (automatic),7,98.05
0983-TATYJ,0,33,51.45,1758.9,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,0,0.026063759,One year,DSL,Mailed check,33,51.45
5650-YLIBA,0,31,81.15,2640.55,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.5569383,Month-to-month,Fiber optic,Electronic check,31,81.15
5144-TVGLP,1,38,94.75,3653.0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0,0.39044315,Month-to-month,Fiber optic,Electronic check,38,94.75
3569-EDBPQ,0,24,84.35,1938.05,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0,0.49483553,Month-to-month,Fiber optic,Electronic check,24,84.35
4945-RVMTE,0,28,59.55,1646.45,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0.03451329,Month-to-month,DSL,Bank transfer (automatic),28,59.55
3511-BFTJW,0,72,38.5,2763.0,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0,0.009892522,Two year,DSL,Credit card (automatic),72,38.5
5537-UXXVS,0,20,19.25,375.25,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,0,0.02128922,Month-to-month,No,Bank transfer (automatic),20,19.25
8782-NUUOL,0,60,79.0,4801.1,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True,0,0.017998628,One year,DSL,Mailed check,60,79.0
2865-TCHJW,1,4,89.2,346.2,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,1,0.93619746,Month-to-month,Fiber optic,Electronic check,4,89.2
9931-KGHOA,0,46,55.0,2473.95,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.13811642,Month-to-month,DSL,Bank transfer (automatic),46,55.0
3071-MVJCD,0,72,82.3,5815.15,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,0,0.0009899758,Two year,DSL,Bank transfer (automatic),72,82.3
7279-BUYWN,1,41,113.2,4689.5,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1,0.8101404,Month-to-month,Fiber optic,Electronic check,41,113.2
3756-VNWDH,1,65,100.75,6674.65,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,0,0.21111523,One year,Fiber optic,Electronic check,65,100.75
1395-OFUWC,0,43,29.3,1224.05,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.39082098,Month-to-month,DSL,Credit card (automatic),43,29.3
